iter	RMSE
274	4.65869281
275	4.658155875
276	4.657066796
277	4.656657812
278	4.656285664
279	4.655143961
280	4.654291687
281	4.653964791
282	4.653377224
283	4.652481737
284	4.651961432
285	4.651660035
286	4.651032353
287	4.649803087
288	4.649382634
289	4.649060661
290	4.648264935
291	4.647428691
292	4.646939996
293	4.646532609
294	4.645846138
295	4.64540902
296	4.644538618
297	4.644160422
298	4.643591338
299	4.643221187
300	4.642556151
301	4.641580517
302	4.64096765
303	4.640710979
304	4.640246077
305	4.63984854
306	4.639401543
307	4.638813417
308	4.637971868
309	4.637569546
310	4.637049637
311	4.636485906
312	4.635908911
313	4.635445803
314	4.634705933
315	4.633724764
316	4.633398634
317	4.632426543
318	4.631659325
319	4.631087748
320	4.630196111
321	4.629862874
322	4.629288098
323	4.628144078
324	4.627596817
325	4.626292145
326	4.625633395
327	4.624213749
328	4.623878464
329	4.623268468
330	4.622620343
331	4.62188032
332	4.621613838
333	4.621110996
334	4.620794137
335	4.620574297
336	4.619700774
337	4.619334115
338	4.618479933
339	4.617633683
340	4.617069367
341	4.616121263
342	4.615763171
343	4.615622121
344	4.615145933
345	4.614331074
346	4.61371753
347	4.613488156
348	4.613158358
349	4.612780959
350	4.612126926
351	4.611420365
352	4.611188268
353	4.610570818
354	4.610096628
355	4.609595526
356	4.609177509
357	4.608746055
358	4.607835835
359	4.607029434
360	4.606717934
361	4.605858217
362	4.60544251
363	4.604947731
364	4.604454705
365	4.60402785
366	4.60295417
367	4.602607547
368	4.601750022
369	4.600976274
370	4.600488059
371	4.599563198
372	4.599339212
373	4.598934971
374	4.59817702
375	4.59751593
376	4.5971799
377	4.596751296
378	4.596070116
379	4.595506124
380	4.5953323
381	4.594929416
382	4.594119252
383	4.593480657
384	4.592992263
385	4.592486715
386	4.591875124
387	4.591255149
388	4.590323716
389	4.590126684
390	4.589410049
391	4.58902517
392	4.588429143
393	4.587980279
394	4.587611039
395	4.586900987
396	4.58642472
397	4.586103633
398	4.585621776
399	4.585030766
400	4.584362839
401	4.583999676
402	4.582408205
403	4.582127701
404	4.581336589
405	4.580726916
406	4.58016634
407	4.579737432
408	4.579441023
409	4.578702017
410	4.578384222
411	4.577912966
412	4.577335783
413	4.576418938
414	4.575965269
415	4.57513146
416	4.574620058
417	4.574212414
418	4.57371694
419	4.573201757
420	4.573020543
421	4.572485684
422	4.571902243
423	4.571664264
424	4.571131063
425	4.570704156
426	4.570194913
427	4.569438059
428	4.568930692
429	4.568576325
430	4.568150098
431	4.567713407
432	4.567267494
433	4.566957255
434	4.566642306
435	4.566377719
436	4.565784087
437	4.565097308
438	4.564424924
439	4.564217924
440	4.563838464
441	4.563118466
442	4.562743599
443	4.562465202
444	4.562227819
445	4.561916473
446	4.5612869
447	4.561193277
448	4.560561157
449	4.560208989
450	4.559919043
451	4.55951417
452	4.559079152
453	4.558871184
454	4.558655714
455	4.557634245
456	4.55737264
457	4.557125262
458	4.556682607
459	4.556351746
460	4.555928456
461	4.555153907
462	4.554632876
463	4.554216557
464	4.554019751
465	4.553695313
466	4.5531791
467	4.552842101
468	4.55268172
469	4.552354056
470	4.551728702
471	4.551185649
472	4.550645956
473	4.550498633
474	4.549982286
475	4.549520367
476	4.549346119
477	4.549155724
478	4.549101006
479	4.548617855
480	4.548244619
481	4.547991124
482	4.547684414
483	4.546293741
484	4.545653854
485	4.545281532
486	4.544987024
487	4.544600351
488	4.544065905
489	4.54373088
490	4.543450233
491	4.542993401
492	4.542784479
493	4.541923815
494	4.541827287
495	4.541402948
496	4.540729651
497	4.540339371
498	4.539874293
499	4.538653318
500	4.538314747
501	4.537711274
502	4.537265604
503	4.536918455
504	4.536705853
505	4.535957593
506	4.535707093
507	4.535423928
508	4.534809903
509	4.534553088
510	4.53409039
511	4.533419288
512	4.533010658
513	4.532757379
514	4.532336674
515	4.531908894
516	4.531259084
517	4.530476152
518	4.530222139
519	4.529907999
520	4.529445248
521	4.529148082
522	4.528641115
523	4.528474682
524	4.527899001
525	4.527693356
526	4.527067215
527	4.526581767
528	4.526417692
529	4.525987902
530	4.525893833
531	4.524904019
532	4.524429043
533	4.523973997
534	4.523376429
535	4.52321812
536	4.522894027
537	4.522333743
538	4.521906847
539	4.521742168
540	4.521488721
541	4.521114565
542	4.520917359
543	4.52027658
544	4.519837443
545	4.519474819
546	4.518807977
547	4.518110654
548	4.517716875
549	4.517371955
550	4.5167119
551	4.516283263
552	4.515758579
553	4.514988366
554	4.514220604
555	4.512750488
556	4.512499135
557	4.512085662
558	4.511915039
559	4.511551072
560	4.510979502
561	4.510552293
562	4.509979765
563	4.509408381
564	4.509012299
565	4.50868138
566	4.50809239
567	4.507368306
568	4.506971443
569	4.506636193
570	4.506203508
571	4.505761189
572	4.505357842
573	4.504878529
574	4.504490101
575	4.504200845
576	4.503634084
577	4.503242775
578	4.502685629
579	4.502334589
580	4.501990869
581	4.501625271
582	4.500997218
583	4.50037255
584	4.499978148
585	4.499638356
586	4.499260477
587	4.499064606
588	4.498674788
589	4.498512699
590	4.498086187
591	4.497676033
592	4.497444933
593	4.497085569
594	4.496708876
595	4.496563134
596	4.496373561
597	4.495895382
598	4.495428043
599	4.494936127
600	4.494427192
601	4.49378587
602	4.493375499
603	4.492653155
604	4.492303182
605	4.491988039
606	4.491619965
607	4.491281879
608	4.491030881
609	4.490223066
610	4.489746426
611	4.489254481
612	4.489066509
613	4.488323641
614	4.488001803
615	4.487571458
616	4.487261884
617	4.486964719
618	4.486399251
619	4.486014094
620	4.485699266
621	4.485283072
622	4.48477336
623	4.484624578
624	4.484195849
625	4.483982687
626	4.483650741
627	4.483427533
628	4.483082471
629	4.482554534
630	4.48172527
631	4.481244969
632	4.481003747
633	4.480527543
634	4.479993795
635	4.479646844
636	4.479295098
637	4.479096568
638	4.478837615
639	4.478379429
640	4.477978406
641	4.477650275
642	4.477205244
643	4.476596502
644	4.476030919
645	4.475736937
646	4.47522662
647	4.4745755
648	4.474402682
649	4.474170226
650	4.473961596
651	4.473871991
652	4.473578586
653	4.473343442
654	4.472901403
655	4.472696835
656	4.472341283
657	4.472159835
658	4.471686262
659	4.471378665
660	4.470856986
661	4.470404516
662	4.470285771
663	4.469482812
664	4.46915671
665	4.468928685
666	4.468723025
667	4.468372639
668	4.468047182
669	4.467477392
670	4.467369171
671	4.466837358
672	4.46634369
673	4.465817328
674	4.46550655
675	4.465126511
676	4.465001944
677	4.464696508
678	4.464566683
679	4.463983306
680	4.463268618
681	4.462836723
682	4.462301568
683	4.461548681
684	4.46115173
685	4.460684082
686	4.460281047
687	4.460007597
688	4.459740575
689	4.459478068
690	4.45921819
691	4.45893525
692	4.458445445
693	4.458176473
694	4.45795597
695	4.457559768
696	4.457350133
697	4.457049313
698	4.456567726
699	4.45630979
700	4.455943062
701	4.455468604
702	4.455043599
703	4.454714843
704	4.454292504
705	4.453621973
706	4.453375952
707	4.453083815
708	4.452539928
709	4.452295807
710	4.452027509
711	4.451852786
712	4.451117053
713	4.450789134
714	4.450400467
715	4.450276523
716	4.4499903
717	4.449641817
718	4.449519202
719	4.44927133
720	4.448860277
721	4.44859452
722	4.448094143
723	4.447667318
724	4.447315994
725	4.447090863
726	4.446427153
727	4.445699315
728	4.445287019
729	4.444742802
730	4.444359885
731	4.444194253
732	4.443951927
733	4.443701698
734	4.443120102
735	4.442800507
736	4.442606146
737	4.442317668
738	4.441963813
739	4.441490257
740	4.441123961
741	4.4406996
742	4.440380656
743	4.439480482
744	4.439018542
745	4.438832978
746	4.43845056
747	4.438274094
748	4.437794366
749	4.437530465
750	4.436927133
751	4.436637633
752	4.436168507
753	4.435876292
754	4.435597441
755	4.435062834
756	4.434705634
757	4.434627549
758	4.434108739
759	4.433801803
760	4.433383991
761	4.432979863
762	4.432702321
763	4.432437465
764	4.432296914
765	4.431842624
766	4.43168682
767	4.431369305
768	4.430781082
769	4.43060254
770	4.430225925
771	4.429657524
772	4.429148618
773	4.42892753
774	4.428559534
775	4.428355481
776	4.427630981
777	4.427044657
778	4.426496002
779	4.426171687
780	4.425823139
781	4.425310292
782	4.42486365
783	4.424594263
784	4.424107652
785	4.423987903
786	4.423513851
787	4.423066845
788	4.422738635
789	4.42249963
790	4.421941814
791	4.421558296
792	4.421218228
793	4.420991485
794	4.420640334
795	4.420015836
796	4.419291145
797	4.418873044
798	4.418656642
799	4.418433084
800	4.418163146
801	4.417899097
802	4.417649136
803	4.417022403
804	4.4166197
805	4.416355576
806	4.415916069
807	4.415546721
808	4.415372486
809	4.415086217
810	4.414771086
811	4.414389837
812	4.413973013
813	4.41366312
814	4.413399136
815	4.413194406
816	4.41263657
817	4.412124983
818	4.411834137
819	4.411634108
820	4.411405611
821	4.41092402
822	4.410515254
823	4.409973886
824	4.409664255
825	4.409094022
826	4.408821621
827	4.40810038
828	4.407689346
829	4.407594848
830	4.407233735
831	4.406864382
832	4.406540152
833	4.40624264
834	4.405551911
835	4.405452438
836	4.404689647
837	4.404342004
838	4.404097023
839	4.403937165
840	4.403703756
841	4.403340232
842	4.403082031
843	4.402813407
844	4.402222446
845	4.401741216
846	4.401064216
847	4.400774079
848	4.400499853
849	4.40024805
850	4.399603262
851	4.399081419
852	4.398969014
853	4.39858737
854	4.398360084
855	4.39807104
856	4.397871428
857	4.397444263
858	4.397249522
859	4.39678964
860	4.396215692
861	4.395834182
862	4.395393167
863	4.39507561
864	4.394727397
865	4.394370535
866	4.393733989
867	4.393434763
868	4.393304789
869	4.393002678
870	4.392788219
871	4.39256533
872	4.392094068
873	4.39177712
874	4.391572033
875	4.391232324
876	4.390730276
877	4.39029492
878	4.390028869
879	4.38976384
880	4.389608559
881	4.389284422
882	4.389060475
883	4.388635467
884	4.388309249
885	4.387821026
886	4.387472476
887	4.387068774
888	4.38670882
889	4.386218782
890	4.385856167
891	4.385577148
892	4.385327057
893	4.385052049
894	4.384640944
895	4.384228694
896	4.384044462
897	4.383737165
898	4.383443011
899	4.383249503
900	4.382838983
901	4.382576909
902	4.382354601
903	4.38192944
904	4.381421474
905	4.381170556
906	4.38089154
907	4.380658679
908	4.380062201
909	4.379606657
910	4.379096241
911	4.378823269
912	4.378220023
913	4.377745379
914	4.377566948
915	4.377290784
916	4.376714493
917	4.376510918
918	4.376214454
919	4.375690975
920	4.375471341
921	4.374958315
922	4.37454064
923	4.374149731
924	4.373090348
925	4.372602563
926	4.372455194
927	4.372258867
928	4.372020685
929	4.371668128
930	4.371272702
931	4.370976958
932	4.370727467
933	4.370257004
934	4.369736132
935	4.36936911
936	4.368799736
937	4.3686083
938	4.368412117
939	4.367980584
940	4.367824862
941	4.367044374
942	4.366701298
943	4.366479158
944	4.366235417
945	4.36573129
946	4.365485937
947	4.365213979
948	4.364849805
949	4.364457295
950	4.364143509
951	4.363907794
952	4.363819924
953	4.363628802
954	4.363361612
955	4.363111592
956	4.362960949
957	4.362710624
958	4.362538131
959	4.362182326
960	4.361833765
961	4.361608612
962	4.361243357
963	4.361027142
964	4.360628479
965	4.360372697
966	4.359816943
967	4.359684268
968	4.3594604
969	4.359276406
970	4.358969473
971	4.358659129
972	4.358472842
973	4.357942174
974	4.357695748
975	4.357347621
976	4.35699684
977	4.356802654
978	4.356488252
979	4.356162279
980	4.355916261
981	4.355560073
982	4.355035899
983	4.354682506
984	4.354412344
985	4.3541217
986	4.354015461
987	4.353774818
988	4.353667896
989	4.35323838
990	4.353065244
991	4.352726071
992	4.352507067
993	4.352044999
994	4.351966587
995	4.351654695
996	4.351289726
997	4.351092134
998	4.350829178
999	4.350331028
